Country name,Year,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25,Population aged 15 to 64 years,Population older than 15 years,Population older than 18 years,Population at age 1,Population aged 1 to 4 years,Population aged 5 to 9 years,Population aged 10 to 14 years,Population aged 15 to 19 years,Population aged 20 to 29 years,Population aged 30 to 39 years,Population aged 40 to 49 years,Population aged 50 to 59 years,Population aged 60 to 69 years,Population aged 70 to 79 years,Population aged 80 to 89 years,Population aged 90 to 99 years,Population older than 100 years
More developed regions,1970,999223300,16303338,81488080,257772580,423218560,642353900,741428160,689895360,16184642,65184744,87654056,88630430,85764980,145986660,137005280,128880560,98070370,84599100,45307052,14457289,1356873,22546
More developed regions,1971,1008029300,16480365,81475800,256816960,425985380,649610750,751188800,699148800,16240421,64995430,86340780,89000370,86260710,149140500,137352430,130950250,98390730,86229420,46614984,14827465,1422309,23578
More developed regions,1972,1016807600,16412691,81535410,255798830,426652600,656736960,760984300,708539140,16345512,65122720,85028160,89235260,86589490,153153200,137564980,132292670,98776460,87840190,48087120,15189241,1490956,24451
More developed regions,1973,1025005950,16129441,81246456,254360460,426240350,663653100,770620160,717816770,16266167,65117016,83884936,89229070,87356104,157248510,137632640,132687240,99796460,89274990,49533532,15533323,1557350,25342
More developed regions,1974,1032967200,15998614,80895890,252726770,425687780,670439040,780214200,727050750,15968280,64897276,82823660,89007224,88049060,161536060,137882830,132564344,101197910,90516880,50923790,15916272,1627086,26177
More developed regions,1975,1040683900,15898395,80373740,250895710,425228450,677093600,789760640,736219140,15824267,64475350,82161910,88360060,88628020,166208820,137616640,132686340,103220460,90961220,52367850,16365082,1706201,27573
More developed regions,1976,1047972900,15724142,79559850,248821550,424165250,683579300,799122400,745331300,15721593,63835704,82155680,87106024,89135260,169750100,137849900,132973870,106694776,90275310,53813440,16850224,1779533,28995
More developed regions,1977,1055206660,15633669,78737260,246747460,422802270,689874560,808428800,754592900,15523133,63103590,82181496,85828700,89492460,171290720,139693660,133428150,111128590,88768770,55380520,17384526,1861387,30414
More developed regions,1978,1062411600,15547220,78109176,244635520,421708640,696219260,817744000,764002750,15400715,62561950,81756080,84770270,89666290,172284060,142132800,133879496,115672424,87098860,57083536,17963280,1963270,32011.002
More developed regions,1979,1069507840,15544344,77662050,242722050,420503260,702570560,826751740,773276540,15348998,62117700,81322560,83737440,89593540,173424660,144577680,134118856,119548056,86120270,58735372,18562648,2070689,34025
More developed regions,1980,1076676200,15641258,77446776,241338130,419322530,709270340,835301400,782305500,15369373,61805520,80803464,83087890,89104740,174990300,146929570,134276980,122281600,86087090,60221624,19246126,2163365,36708
More developed regions,1981,1083486100,15624325,77378180,240451630,417944220,716174500,842995000,791019400,15446920,61753852,79982990,83090460,87927980,176283410,149868700,134544140,123998800,86562030,61586096,19976202,2247626,39469
More developed regions,1982,1089887400,15599507,77396070,239622370,416263360,723196350,850222400,799347300,15421390,61796564,79131660,83094630,86657890,177143740,153576020,134598740,125117920,87040140,62952572,20790308,2345055,42618
More developed regions,1983,1096275000,15668447,77519630,238721650,414479040,730371460,857507460,807242700,15376204,61851184,78530950,82671064,85641090,178196130,157449860,134577040,125367700,88010900,64209370,21614994,2440380,45901
More developed regions,1984,1102581500,15622945,77564420,237889180,412596320,736771100,864643300,814458800,15446031,61941468,78103070,82221700,84677510,178886080,161693180,134709340,125126936,89355280,65287664,22365882,2541466,49011
More developed regions,1985,1108794500,15533182,77447630,236959980,410589950,742244300,871782500,821452740,15429037,61914452,77877630,81634720,84105336,179001800,166464380,134333940,125167070,91193360,65729624,23134824,2652176,52031
More developed regions,1986,1115134200,15541608,77384690,235999090,408569280,747357950,879080060,828675300,15370816,61843080,77824216,80790184,84176950,178466640,170209070,134595420,125402000,94251380,65298556,23911440,2768620,55009
More developed regions,1987,1121699800,15549694,77426170,235242600,406782300,752289400,886398800,835988800,15405351,61876470,77856480,79959944,84292030,177664050,172035760,136477680,125819780,98093140,64333384,24784368,2898609,58510
More developed regions,1988,1128305400,15464799,77353710,234772370,405155300,756576400,893470460,843383200,15415710,61888916,77999800,79418856,84058800,176784860,173259000,138978800,126328130,102073150,63230720,25720684,3036318,62519
More developed regions,1989,1134826100,15295299,77107210,234272830,403466050,760616770,900486460,850911400,15334816,61811904,78064180,79101450,83747140,175721680,174543150,141652060,126709304,105546776,62729324,26664624,3172404,66808
More developed regions,1990,1141489300,15090624,76708504,233743660,401926820,764834900,907674900,858565100,15189896,61617880,78030760,79004410,83211280,174739520,176253440,144232160,127096920,108038020,63143216,27626404,3333957,70758
More developed regions,1991,1148125400,14822193,75998424,233159440,400681200,768789000,914892000,866149440,15001329,61176230,78060100,79100920,82380780,173887400,177827940,147384860,127609700,109706440,64025420,28557852,3511639,73937
More developed regions,1992,1154342700,14460371,74963870,232463660,399327870,772234050,921802100,873439740,14752935,60503500,78201680,79298104,81559630,173044460,179001060,151296110,127892090,110829460,64935172,29532936,3711186,76853
More developed regions,1993,1159995500,14094324,73718590,231600980,397653340,775358600,928315500,880251300,14410149,59624270,78247410,79634970,81054430,171934530,180273600,155302260,128093800,111136640,66166924,30448116,3905253,78974
More developed regions,1994,1164984800,13796288,72298910,230277860,395671780,778359740,934625340,886563000,14036680,58502628,78086540,79892390,80817740,170712510,181164850,159672700,128372140,110991590,67610600,31212818,4070420,81591
More developed regions,1995,1169482900,13533869,70764504,228497340,393297500,781450000,940899900,892556900,13738829,57230640,77765190,79967650,80822360,169716830,181437680,164531150,128106980,111124490,69302190,31605476,4252726,85694
More developed regions,1996,1173820500,13345443,69274480,226521280,390730700,784915700,947208960,898570400,13491291,55929040,77163650,80083144,81002340,169190900,181054560,168329940,128487300,111470264,71758720,31475972,4439004,90251
More developed regions,1997,1178181500,13227823,68021240,224491120,388267260,788785150,953595400,904835400,13309461,54793416,76205150,80264730,81252904,168760200,180427200,170229730,130497500,112020660,74703990,31055110,4648086,94961
More developed regions,1998,1182268500,13108328,67040404,222203630,385898000,792961500,959964700,911166000,13189487,53932076,74902000,80261230,81584936,168119500,179739940,171504290,133121840,112698480,77681290,30629320,4885063,100314
More developed regions,1999,1185994200,13014357,66270176,219704340,383476540,797258900,966184770,917304900,13072069,53255820,73378350,80055790,81843890,167584030,178820350,172800200,135886080,113271910,80286776,30578944,5112589,105107
More developed regions,2000,1189851300,13037479,65721040,217143800,381153380,801487700,972596740,923581100,12980858,52683560,71717670,79705090,81924700,167224750,177914260,174478380,138491600,113833980,82231770,31149804,5347494,110694
More developed regions,2001,1193679500,13035021,65307476,214377280,378889100,805335230,979184400,930105660,12996737,52272456,70022580,79047230,82034730,166866830,177097010,175888020,141536770,114448910,83584950,32128820,5598358,117812
More developed regions,2002,1197463200,12994018,65036616,211542000,376654560,808928960,985794750,936726340,12993433,52042600,68519380,77986010,82210270,166632770,176394990,176921760,145278020,114824420,84545340,33132680,5854462,126407
More developed regions,2003,1201500900,13101967,65132484,209109760,374577180,812352960,992256800,943292700,12972180,52030520,67421780,76555490,82123850,166789200,175520700,178203040,149103730,115143580,84966380,34315840,6090411,134447
More developed regions,2004,1205826300,13232965,65489730,207095360,372475870,815539140,998589100,949880100,13086117,52256760,66667972,74937656,81797860,167013090,174523100,179190930,153314600,115575740,85173510,35673284,6327001,141839
More developed regions,2005,1210238000,13277372,65793296,205266660,370167070,818520450,1004820100,956439740,13204712,52515930,66211936,73261416,81401416,167165630,173743170,179608750,158007840,115594744,85698340,37110284,6489936,151167
More developed regions,2006,1214817800,13392167,66142310,203847460,368043500,821415600,1010809600,962915260,13250227,52750144,66034716,71670430,80800610,167447120,173396930,179373620,161669040,116282960,86471180,38841896,6526254,160761
More developed regions,2007,1220183700,13661793,66785336,203179700,366539900,824793100,1016831360,969746400,13363314,53123544,66031404,70362960,79863940,167951870,173248100,178967840,163552830,118520830,87464650,40743336,6517969,172613
More developed regions,2008,1225881200,13921648,67597260,203235660,365295550,828104060,1022459500,976559940,13621028,53675616,66226880,69411520,78543180,168403570,172977220,178621090,164860740,121382936,88563704,42579720,6527371,186083
More developed regions,2009,1231215500,13979086,68338536,203623730,363950240,830737340,1027391500,982732350,13870813,54359450,66547020,68738170,76955680,168447360,172686290,178066160,166235920,124384344,89607736,44321572,6686423,200237
More developed regions,2010,1236019800,13850437,68858470,203971400,362390100,833103040,1031832960,988174000,13919201,55008030,66797860,68315064,75258870,168124270,172351200,177411520,167976770,127134100,90684296,45811576,7080361,215478
More developed regions,2011,1240661200,13782338,69252080,204444750,360764060,834280060,1035986050,993105600,13826682,55469744,67133540,68059130,73556824,167685220,171922770,176829570,169490130,130181176,91757090,46955256,7607998,230452
More developed regions,2012,1245369900,13824962,69535360,205208160,359255360,833643460,1039916100,997656500,13804913,55710400,67815300,67857510,72064280,167065620,171598640,176335580,170651400,133706190,92542520,47842188,8109704,245563
More developed regions,2013,1249819600,13775803,69503600,206017940,357682940,832140860,1043541000,1001761860,13855292,55727800,68683860,67830480,70967384,165858940,171607780,175601040,171999260,137168060,93226000,48470436,8642065,260700.02
More developed regions,2014,1254038500,13703695,69303970,206778260,356060060,830383100,1046984200,1005496960,13808657,55600276,69507740,67966550,70210380,164184740,171668060,174732830,173095150,140930500,93923144,49045372,9194041,276051
More developed regions,2015,1258234100,13690711,69195336,207484660,354568000,829024450,1050462800,1009016770,13745806,55504624,70167120,68122190,69799576,162289700,171826750,174074820,173680960,145129140,94200260,49785180,9676419,286682
More developed regions,2016,1262624900,13620210,69091690,208215520,353410000,827734700,1054114940,1012621000,13743286,55471476,70647850,68476000,69624270,160252340,172307680,173832420,173665740,148402690,95128856,50724892,10176032,294459
More developed regions,2017,1266919200,13348056,68682250,208804690,352527420,826448600,1057813200,1016345500,13671663,55334190,70894450,69227980,69522920,158142030,172966100,173671730,173456500,150074260,97486420,51830830,10662382,301308
More developed regions,2018,1270733400,12935309,67889620,208863250,351699940,825570700,1061563000,1020124800,13395819,54954310,70814104,70159530,69578400,155975820,173616830,173354050,173294540,151302780,100355890,52987650,11097038,307246
More developed regions,2019,1274265500,12585941,66783580,208437920,350813250,824611300,1065504300,1023969900,12983530,54197640,70619544,71034810,69743496,153834110,174093980,173161840,173017490,152699550,103263590,54130076,11560152,323221
More developed regions,2020,1276158000,12274694,65302950,207410420,349482270,822873100,1068393540,1026621100,12627392,53028260,70490740,71616720,69814840,151738020,174126780,172944080,172623340,154367340,105673416,55105264,12000436,354024
More developed regions,2021,1276116100,12131654,63711816,205846740,347854750,820419600,1069881300,1027827600,12305315,51580160,70276960,71857970,69997190,149742000,173744860,172536530,172064370,155602420,108042210,55781624,12370101,388021
Morocco,1950,8946213,388589,1467500,3606216,5566417,5084261,5339992,4725439,317124,1078911,1084994,1053722,1016288,1672986,902686,775245,558815,290277,108391,14625,679,5
Morocco,1951,9188598,406545,1572176,3727327,5708425,5200286,5461266,4844449,350659,1165631,1105281,1049870,1018891,1732234,942622,767381,575185,294981,113580,15687,705,5
Morocco,1952,9438851,421315,1679674,3858054,5852657,5316331,5580792,4961005,367320,1258359,1133248,1045132,1022611,1782339,991110,756423,590340,300703,119598,16918,750,5
Morocco,1953,9696707,436856,1787117,4001437,6002474,5427765,5695265,5073133,381304,1350261,1171672,1042648,1025843,1822357,1046292,744470,603807,307885,125658,18172,781,5
Morocco,1954,9963633,451642,1877243,4159235,6161931,5532600,5804394,5182944,396051,1425601,1235705,1046287,1026371,1853721,1106735,734889,615143,316936,130540,19286,773,4
Morocco,1955,10242171,466130,1949556,4332107,6333752,5632081,5910061,5292962,410212,1483426,1324430,1058121,1024269,1878101,1170758,730157,624027,327759,133946,20295,749,3
Morocco,1956,10531695,480362,2019278,4518464,6517739,5727390,6013227,5401351,424164,1538916,1421092,1078094,1020389,1895739,1238276,729881,630797,340174,136076,21172,723,4
Morocco,1957,10831992,494141,2088625,4716721,6714210,5819834,6115267,5506060,438029,1594484,1522460,1105636,1015768,1906839,1309305,733822,635964,353826,137157,21887,699,4
Morocco,1958,11138244,506955,2155911,4924024,6920726,5907914,6214215,5603220,451522,1648956,1624729,1143384,1013000,1910686,1379419,743013,638803,368011,137937,22646,700,5
Morocco,1959,11452438,518888,2220995,5138156,7137339,5996632,6314277,5696567,464172,1702107,1710994,1206167,1016183,1909875,1444077,759905,638427,381941,139405,23717,747,5
Morocco,1960,11769782,530262,2282597,5354870,7361191,6086154,6414907,5785591,475702,1752335,1779667,1292606,1027045,1905351,1500490,785030,634592,394698,141842,25031,828,5
Morocco,1961,12081717,540445,2341130,5562206,7579269,6179111,6519506,5877196,487059,1800685,1842742,1378334,1041729,1903413,1550484,815364,627142,408521,145331,26599,923,5
Morocco,1962,12404766,551756,2399242,5768757,7801782,6282938,6636004,5979468,497796,1847486,1905722,1463793,1060481,1907087,1595959,852297,617038,423543,150082,28490,1027,5
Morocco,1963,12726695,559290,2452425,5968408,8024427,6391711,6758282,6083444,509180,1893135,1967850,1548133,1085175,1912533,1634699,894865,605486,438207,155836,30357,1124,5
Morocco,1964,13044255,564049,2499159,6142801,8245893,6520074,6901449,6189565,517143.97,1935110,2028593,1615049,1129907,1920243,1667461,941469,594995,451973,162422,31772,1207,5
Morocco,1965,13381884,572173,2543460,6308142,8487853,6676540,7073737,6302128,522750.97,1971287,2091616,1673066,1198962,1929834,1695568,994169,588423,463131,169676,32693,1281,5
Morocco,1966,13738507,581294,2587372,6477552,8748690,6847212,7260950,6424928,531508,2006078,2154062,1736118,1277638,1941872,1719019,1052852,585730,471520,177757,33213,1349,5
Morocco,1967,14109759,590552,2630300,6649429,9023803,7029506,7460325,6573264,541236,2039748,2214945,1804184,1363290,1956846,1737574,1116864,586777,477554,186601,33414,1405,5
Morocco,1968,14490077,598323,2673678,6818003,9307004,7224373,7672069,6747585,551082,2075355,2271089,1873236,1452517,1980449,1751620,1182486,592755,481129,196023,33620,1470,5
Morocco,1969,14876983,605416,2718852,6981385,9595055,7432272,7895592,6933674,559466,2113436,2321018,1941515,1529328,2030481,1762122,1244862,605554,481523,205904,34249,1569,6
Morocco,1970,15274357,615903,2766147,7142819,9890709,7654394,8131531,7130067,567133,2150244,2368183,2008489,1593212,2108481,1769844,1301918,625969,479127,215847,35440,1693,7
Morocco,1971,15677305,628967,2816981,7300095,10189689,7887862,8377202,7336186,577888,2188014,2413560,2069554,1656632,2200046,1775693,1352362,653495,474348,225698,37093,1835,8
Morocco,1972,16081446,641463,2869847,7454484,10486449,8127090,8626953,7547414,590906,2228384,2457818,2126819,1718739,2296350,1780609,1398232,689852,466646,235346,39183,1996,9
Morocco,1973,16489462,652245,2924677,7608398,10779218,8372742,8881054,7764251,603416,2272432,2503027,2180694,1778597,2396146,1785472,1440310,734891,457524,244387,41577,2150,10
Morocco,1974,16902386,660620,2980766,7758693,11055164,8629217,9143682,7990844,614521,2320146,2549207,2228720,1838166,2503879,1791041,1476466,785472,450062,252267,44076,2253,10
Morocco,1975,17325328,670712,3037259,7908921,11318106,8897831,9416397,8228669,623524,2366547,2596972,2274690,1897698,2619731,1798448,1507279,839755,445868,258707,46601,2310,11
Morocco,1976,17756514,680684,3091992,8059390,11579599,9176254,9697112,8476522,634332,2411308,2647581,2319817,1954838,2743152,1807905,1533006,897852,444947,263836,49242,2334,12
Morocco,1977,18206480,688009,3143340,8212637,11850223,9471951,9993830,8738645,645371,2455331,2702299,2366998,2013633,2876921,1820127,1554480,959126,447549,267651,52005,2338,13
Morocco,1978,18679864,695477,3193208,8373086,12132602,9784209,10306763,9017229,654239,2497731,2761680,2418198,2073209,3018030,1840306,1572479,1020768,454892,269806,54917,2356,14
Morocco,1979,19167660,704576,3244992,8538952,12418348,10104662,10628693,9308066,663405,2540416,2822993,2470967,2129047,3149343,1884579,1587302,1079480,468399,270043,58067,2433,15
Morocco,1980,19678446,717928,3301200,8713382,12714779,10437685,10965049,9613848,674263,2583272,2885681,2526501,2185099,3271048,1954729,1599715,1133306,488554,268663,61357,2578,15
Morocco,1981,20208270,733596,3363625,8894777,13017683,10780750,11313476,9929965,689289,2630029,2946868,2584284,2241234,3394021,2036651,1610381,1182682,515061,265951,64724,2771,17
